singular_peace,singular_force,collective_peace,collective_force,tweet,,,,
0,0,0,0,@RFEthan148 nope,,,,
0,0,0,0,"@spritcity Thanks for the follow, is a great pleasure. Greetings from Spain http://t.co/d075vLda9I",,,,
0,0,0,0,@LucyEst96 of course it'll be round 3,,,,
0,0,0,0,Looking forward to seeing @youthbroadway at #CortTheatre #ChicagoPreBroadwayTryout @ This is Our Youth\u2026 http://t.co/XTD5KCOGit,,,,
0,0,0,0,My phone is fully charged holey shet,,,,
0,0,0,0,Bouta eat this good ass Fellini's. \ud83d\ude0b,,,,
0,0,0,0,"Tours are boring, I would probably go missing and wonder off",,,,
0,0,0,0,Can't wait to go home and show Larry all the tweets from people who've been in his home lol. This will be fun,,,,
0,0,0,0,Gustavo Matosas resigns as coach for Leon,,,,
0,0,0,0,@nattnattttnattt HAHA love you,,,,
0,0,0,0,@tyiahhh I do it all the time \ud83d\ude02 I even change the dye so I can get a extra ten times \ud83d\ude34\ud83d\ude34\ud83d\ude02\ud83d\ude02,,,,
0,0,0,0,Go stalk @candyarianaGR for gain tweets! \ud83d\udc1a,,,,
0,0,0,0,@therealstylesp same to you thanks #Salute,,,,
0,0,0,0,peeved,,,,
1,0,0,0,"Did it hurt falling out of the whore tree, banging every guy on the way down?",,,,
0,0,0,0,FUCKKKKKK THE LAX AND THIS BULLSHIT TRAFFIC,,,,
0,0,0,0,"@beemoreartistic It is, btw any favorite character on #BigBangTheory?",,,,
0,0,0,0,@lex_Pearson you and @jayyyy28 and Joey come over tomorrow,,,,
0,0,0,0,Cant wait till tomorrow nigga gon eat like fat kids. Nobody else not worrying bout my hunger soo..,,,,
0,0,0,0,Happy 3rd Anniversary FisReg !!! \u2665\u2665\u2665 (at Gedung M FISIP Universitas Indonesia) [pic] \u2014 https://t.co/vCoaKiUEFG,,,,
0,0,0,0,Lol wiz khalifa needs to be chained,,,,
0,0,0,0,"I think Johnny shopper is close to jewish action articles as the winner of \\\\\\""hock of the semester\\\""\\\"" award @AsherBecker""",,,,
1,1,0,1,"@NWithrow Well why is it a pattern in this country??? If it was a white woman killed, somebody would be ROTTING in jail. That's a fact.",,,,
0,0,0,0,#LunarMissionOne @DavidJohnIron announcing A Lunar Mission for everyone http://t.co/P28gnNXA1i,,,,
0,0,0,0,@NBASTORE gotta love when what you purchased doesn't look like how it was advertised! C'mon #nbastore don't cheat customers!,,,,
0,0,0,0,"Good morning, #UmbrellaRevolution #OccupyHK! :) #Sunrise 06:46, noon 12:12, sunset 17:39 HKT (UTC+8), December 1. Day length: 10h 53m.",,,,
0,0,0,0,I Don't Do Relationships I Tried That Shit Didn't Work Out \ud83d\udcaf,,,,
0,0,0,0,Thats y ion let ppl n my personal business.....jus wat iwant em 2kno cus they jus wanna frnt row seat 2c sumbody do bad,,,,
0,0,0,0,Really annoyed with myself for losing a tenner today. I know it's only ten pounds but what a waste.,,,,
0,0,0,0,\u201c@iownjd: \u2764\ufe0f The feeling is mutual \ud83d\ude47: http://t.co/3dh7Q0WKcT\u201d looooove,,,,
0,0,0,0,@OccupyOakland follow me,,,,
0,0,0,0,Whew. Action-packed weekend about to start w/ #Voiceover projects &amp; filming workout vids for #Fitness project coming soon. #EntrepreneurLife,,,,
1,0,0,0,our government is fucked up,,,,
0,0,0,0,Pumping Platelets #OldPeopleFilms,,,,
0,0,0,0,"#lastclass (@ QCC Medical Arts Building in Bayside, NY) https://t.co/6obkJwULCg",,,,
0,0,0,0,Interview at best buy went great ! The rest I leave in gods hands \ud83d\ude4f,,,,
0,0,0,0,BBOY\u274cSKATER\\n\\n\ud83d\udcf7@youthkphoto #TAKUOBATA #DOZEGREEN #5bny #fivebordnewyork #rocstar @ Jonathan\u2026 http://t.co/y6gEaqCWBN,,,,
0,0,0,0,The Security On The Subways Are Playing No Games . #nycsubway,,,,
0,0,0,0,"Miss her, poor thing not very well today. #astrid http://t.co/Xw8D3FZ19t",,,,
0,0,0,0,@leeesleey_ At least you admit it....,,,,
0,0,0,0,@GeeEasy oh daddy it's already REAL but next time you see me I might have a fro.,,,,
0,0,0,0,@bst_okayy yea lol I think it's cause we didn't get a week off for thanksgiving!,,,,
1,0,0,0,"U think law enforcement is going to respect us, if we black's continue to disrespect each other? #thinkppl",,,,
0,0,0,0,"\u201c@myfabolouslife: Somethin for the Streets!\\n\\n#Lituation offf the digital album #TheYoungOGProject \\n\\nhttp://t.co/ffCPNGKtpL \\\\\\"" NICEEEEEE!.""",,,,
0,0,0,0,Smiling so big in class It's awkward http://t.co/IU2cKFiw2s,,,,
0,0,0,0,If u miss me then call me ....,,,,
0,0,0,0,@Glass1ncision I feel the exact same way \ud83d\ude29,,,,
0,0,0,0,"Harry \ud83d\ude0d\\nYou are my \ud83d\udc7c\\nYou are my everything \u2728\\nBe my 1/6 \ud83d\ude4f\\nFollow me , please \ud83d\ude4f\ud83d\ude2d\\nBRAZIL LOVES YOU \ud83d\udc9a\ud83d\udc9b\\n@Harry_Styles \\n\\n\ud83d\ude489,708",,,,
0,0,0,0,"With rachardianto, Stefanus, and 2 others at @bebekginyo \u2014 https://t.co/RDa0oGXAz1",,,,
1,0,1,0,HKFS Deputy Lester Shum (left) says what the movement needs most in unity. http://t.co/JorJNbkYc5,,,,
0,0,0,0,@HayesGrier \\n\\nPlease follow me ily\u2764\ufe0f\\n\\n17,,,,
0,0,0,1,Oh they are getting on the freeway again somewhere else #Ferguson #oakland http://t.co/eFV9kNMo3j,,,,
0,0,0,0,Drake vs. Lil Wayne with the cuz @brandonandoff  \ud83d\udd25\ud83d\udd25 #LIT #NoNewFriends #drake #0-100 champagnepapi @\u2026 http://t.co/sYPaMDAYbI,,,,
0,0,0,0,Lower Lab Lions! #chess #chessnyc #LowerLab #ps77 #prep #nationals #USCF @ Public School 77 http://t.co/ZPZlAfeZNH,,,,
0,0,0,0,"VOTE! (@ Hope Elementary School in Atlanta, GA) https://t.co/Dyh36NxGvH",,,,
0,0,0,0,"When life hands you a snowstorm, order ramen.\\n#ramen #lunch #yum #foodporn #nomnom @ Ramen-san http://t.co/PKD390Sga7",,,,
0,0,0,0,Omg it's Wednesday shrimp Parms at johns \ud83d\ude29,,,,
0,0,0,0,Maybe cause the LA weather is nice and I don't work :),,,,
1,0,0,0,"I love doing kind things for everyone and anyone. If I can possibly make someone's day better, I will always try :)",,,,
1,0,0,0,"we are under one of the most corrupt &amp; deceptive governments. do not turn a blind eye, do not sweep these issues under the authority's rug.",,,,
0,0,0,0,@sheflawlesss he really do \ud83d\ude02,,,,
0,0,0,0,I am so in love with my sorority!!,,,,
0,0,0,0,ok thanks vinyl theatre being in Columbus after I leave :P,,,,
0,0,0,0,Apple needs to lose the shutter sound effect so I don't have to worry if my sound is on when taking embarrassing photos of strangers.,,,,
0,0,0,0,Been in LA almost 2months &amp; haven't done any Hollywood shit that warrants a Story plus I'm suffering from Strip Club Withdrawal. #TurnedDown,,,,
0,0,0,0,"\u201c@HuffingtonPost: Obama: \\\\\\""The American people aren't satisfied and I want to do everything I can to deliver for them.\\\""\\\""\u201d \ud83d\ude14""",,,,
0,0,0,0,@BobOngWords @_stelcebx this though HAHA,,,,
0,0,0,0,#blackLivesMatter @ City of Oakland City Hall http://t.co/QnbSZ0y3Uz,,,,
0,0,0,0,excuse you http://t.co/5LyLHCyUVa,,,,
1,0,0,0,So pissed,,,,
0,0,0,0,"\\\\\\""@YABOYLILB: This nigga mastered all 4 elements http://t.co/oXiercBRlv\\\""\\\""\\nWeak \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d""",,,,
0,0,0,0,Ready for $3 Green Budlights on patios in 76 degrees today #stpatricksday?  Tues 3.17 for Lucky\u2026 https://t.co/TgDt2KILkg,,,,
0,0,0,0,Brighten up your Monday with one of our stunning #ties! http://t.co/svMgWXXG2Q #preppy #menswear #elegant http://t.co/s0QbGn3yCT,,,,
0,0,0,0,\u201c@TheBeautifulCar: Duo of white G-Class's \ud83d\udc4f\ud83d\ude29 http://t.co/EljIcMyFVK\u201d,,,,
1,0,0,0,Darren Wilson supporters on my TL are getting blocked,,,,
0,0,0,0,Bonfire nights mean I get to wear my fav beanie  http://t.co/svtKhdZYeD,,,,
0,0,0,0,"@AthleteTweetsO: If she's an athlete, wife her",,,,
0,0,0,0,Good to see mate again. #Dc #washington #usa #travel #stuffwhativeseen #capitolhill #newseum @ Newseum http://t.co/CuzrbpXO7l,,,,
0,0,0,0,"Leave Me Alone , \u270c\ufe0f Go About Your Business",,,,
0,0,0,0,@MichaelShanks again wishing you a very Happy Birthday and a fabulous day. XO http://t.co/WWPErK1hBv,,,,
0,0,0,0,"Pull up on my ex like \\\\\\""Hey there\\\""\\\""!!!""",,,,
0,0,0,0,"\u303d\ufe0f\ud83d\udca5\ud83c\udf0a\ud83c\udf3a. @ New York, New York http://t.co/sn49cOuGf9",,,,
0,0,0,0,In response to jpmenicucci 's nomination here's my first pic for my #blackandwhitechallenge day 1.\u2026 http://t.co/n02GAPl0cN,,,,
0,0,0,0,A bitch wit no trust issues dat I can trust?? Is there a such thing??,,,,
0,0,0,0,"Hey everyone, its a #hatselfie !!! http://t.co/w0u4FQ2CuP",,,,
0,0,0,0,"if your laundry is still in the wash and it's done, I'll put it in a bag, not throw it on the floor... Some people are so barbaric :)))))",,,,
0,0,0,0,I DONT FUCK WITH YOU is my jam!,,,,
0,0,0,0,"RT \\\\\\""@FunnyPicsDepot: When you hittin it raw but Odell lookin out for you http://t.co/aBIkQ0z1fQ\\\""\\\"" @DaddyHarold2You \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02""",,,,
0,0,0,0,\u201c@SportsCenter: \\n\u00bb http://t.co/Xd0G0vvb43 http://t.co/Ij6GghVJpJ\u201d He finally said he sucks!! \ud83d\udc4c\ud83d\ude4f\ud83d\ude4c,,,,
0,0,0,0,Exactly \u201c@Baba_Yara: @xxevette sometimes the only lab you have is the real world.\u201d,,,,
0,0,0,0,if you r hungry but u can't get food so you keep eating sweets,,,,
0,0,0,0,"Underground the bay now, phone almost dead but it shoul last til I get home. #fingerscrossed",,,,
1,0,0,0,please dont get mad at me for ur inability to keep it real.,,,,
0,0,0,0,It's senseless to invest in a idea without validating it first,,,,
0,0,0,0,@BVSEDXJESUS: Do yall clothes ever just disappear out off nowhere ? You not the only one,,,,
0,0,0,0,Listen to me mumble on the newest @melonyminute! RT @melonyminute: 7-9-14: Talking Tanaka with a Tribe Fan!\u2019 https://t.co/kSHYp1kODk,,,,
1,0,0,0,Just to know that I'll never be treated equally my entire life is sad #JusticeForMikeBrown,,,,
0,0,0,0,"@mt_harrison Yep, still looking! How much?",,,,
0,0,0,0,@TeamNooice what are you doing telling me to go to bed if we apparently don't know each then,,,,
0,0,0,0,I hate certain holidays like thanksgiving because I can't be with both parents and I end up feeling bad. ;-;,,,,
0,0,0,0,I need to be home so i can go to sleep and get ready for work tonight my damn self 4am - 11,,,,
1,0,0,0,"In #Putin's #Russia, #Hell Is Other #Liberals | @GlobalVoices http://t.co/VzhsmRP9MD @EchoMskRu #politics #freedom http://t.co/KeQsVSFGMT",,,,
0,1,0,1,"@iamCANDYbitch: These folks are looting the liqour stores, burning cop cars, etc. I don't blame em. \\n#FuckShitUpSMFH",,,,
0,0,0,0,@onawintersnight You'd love that shit. Best Vietnamese in East London appaz.,,,,
1,0,0,1,"\\\\\\""A riot is the language of the unheard.\\\""\\\""""",,,,
0,0,0,0,@JessePadilla52 ok mr. DIY expert,,,,
0,0,0,0,So damn cold,,,,
0,0,0,0,Damn that nigga cold. Smh,,,,
0,0,0,0,Sunny day in #London town @ St. Pancras Renaissance Hotel http://t.co/bjQvZ0lg3Z,,,,
1,0,0,0,Send your prayers for my dad as he goes in for heart surgery Tom \ud83d\ude4f,,,,
0,0,0,0,"Watch Kareem this morning on \\\\\\""Meet the Press\\\""\\\"" at 9:45am"," discussing race and religion in America. @\u2026 http://t.co/llj4yqdQEK""",,,
0,0,0,0,That doctor was asking for blood and urine today smh,,,,
0,0,0,0,"\ud83d\udc99Rolex Day-Date II Platinum\u203c\ufe0f\\nSickkkk \u231a\ufe0f Big boy Toys\ud83d\udcaa\ud83d\udca5We buy, sell and trade watches\u231a\ufe0f\ud83d\udc8e\\n For more\u2026 http://t.co/m1juMXA3Sx",,,,
0,0,0,0,I need a cameraman job /w @KTVU cause I really see a lot and I'm always everywhere,,,,
0,0,0,0,"I'm done. \ud83d\ude2d\ud83d\ude2d RT @Wingsarespread: Damn, I don't even know the words. \u201c@MayaAngelouFRO: Mom got a hold of Daquan https://t.co/oitXtRZn4E\\\\\\""\u201d\u201d""",,,,
0,0,0,0,Decisions decisions.. \ud83d\ude33\ud83d\udcad,,,,
0,0,0,0,j have to stop playing around with my life cause it can fuck me up in the long run its not to be played with St8 Up,,,,
1,0,0,0,*Can Ya'll Stop Being So Foolishly Reckless Now? http://t.co/suwoluOZaz,,,,
0,0,0,0,Day 9 of the challenge. I'm posting two to catch up. Virabhadasana-Warrior II. One of my fave poses.\u2026 http://t.co/4QmpEdIrEw,,,,
0,0,0,0,@edgeindustphoto I'll listen when I'm off work!,,,,
0,0,0,0,@JamesTJones_3rd doubt it \ud83d\ude2a,,,,
0,0,0,0,@Lassa4L what app is that?,,,,
0,0,0,0,@NiallOfficial smile during night changes at the #AMAs2014 \ud83d\ude2d\ud83d\ude4c,,,,
0,0,0,0,"\\\\\\""@projetofidolos: quote if you want @5SOS follows #5SOSGOODGIRLSEP #justsaying\\\""\\\"" 3""",,,,
0,0,0,0,My baby's coming to town!!!!!!!!!! @Wale I'm there http://t.co/W3YqvJ6E2K,,,,
0,0,0,0,@JimPhilistin3 my nigga,,,,
1,0,0,0,Why does everyone have to be such a duck to each other? #Ferguson,,,,
0,0,0,0,"I'm at @Sidebar_oakland in Oakland, CA https://t.co/T3gIxFZxmH",,,,
0,0,0,1,"This city burns. || 4:15, November 24, 2014. @ Stuyvesant Oval http://t.co/LA5JWUc24t",,,,
0,0,0,0,\ud83d\ude02 I ate all my chocolates and woke up with chocolate wrappers everywhere \ud83d\ude02lmao http://t.co/sAs8L7C34P,,,,
0,0,0,0,Rough nights \ud83d\ude14,,,,
0,0,0,0,"Almost nothing out of the ordinary in Wan Chai, except less cars &amp; more jaywalking 1:40 pm #HongKong #OccuoyCentral http://t.co/cLT3qsH3iA",,,,
0,0,0,0,@AP_Runaway you gonna end up in a hospital that way,,,,
0,0,0,0,"@kayleigirl98: talking about stopping war, but doings things that create more warRT",,,,
0,0,0,0,"RT @msfilas: \\\\\\""Have to go to bed so I can teach our children tomorrow. Give me wisdom. #Ferguson #FergusonSyllabus TY @DrMChatelain work 2do""",,,,
0,0,0,0,@PercivalFatz they dont get it,,,,
1,0,0,0,I'm all types of furious now,,,,
0,0,0,0,"@seanjwagner wonder if a coach has ever said the opposing team looks \\\\\\""small", afraid of contact," short\\\""\\\""""",,
0,0,0,0,You think Red Sox fans are gonna be there when you get in a slump? Nah. Five million was really a deal breaker?,,,,
0,0,0,0,"@EvySmith if the player doesn't wear a #SFGiants uniform, I don't root for them, I'm a Giants fan. Can't get emotionally invested w/ players",,,,
0,0,0,0,How @pcamp46 probably feels rn since @jayconway01 said yes.. http://t.co/hCaM4ACnXn,,,,
0,0,0,0,@Harry_Styles why don't y'all do a Christmas tune :(,,,,
0,0,0,0,People to focus and concern about your move yet they don't got there shit together quick to judge but\u2026 http://t.co/IQyguSYXqw,,,,
1,0,0,0,@Crewof42 @joshtpm @LisaBloom @DrJasonJohnson I mean the boy was on the ground 4 hrs and all of the depts. together could not get batteries?,,,,
0,0,0,1,Wow RT @jasmine_siu: In case you were wondering the size of pepper spray tanks deployed this afternoon #OccupyCentral http://t.co/UdM00UtTGR,,,,
0,0,0,0,He just likes them really young \ud83d\ude2d\ud83d\ude02,,,,
0,1,0,1,"Fuck peaceful protest, burn a fucken cop car light some shit on fire!!!!!",,,,
0,0,0,0,#Truth @ Hollywood Boulevard http://t.co/XeZdHDq6Vp,,,,
0,0,0,0,I #vote5sos for the 2014 MTV #VMA Best Lyric Video! See who's in the lead and vote:  http://t.co/FazeemJjsH,,,,
0,0,0,0,Just finished going HAM on my entire staff \ud83d\ude15,,,,
0,0,0,0,Good Morning DC!! 2 hours sleep but still smiling. Life is good. \ud83d\ude06 @ Dupont Circle Village http://t.co/q0QXokUhw5,,,,
0,0,0,0,#Browns 26 #Falcons 24: Final. Browns K Billy Cundiff made a 37 yard FG as time expired. #NFL,,,,
0,0,0,0,@MillieCarroll95 sksksksk who sent you? Sorry yeah,,,,
1,0,0,1,@HURRICANEPAUL we knew all these thugs would do this . I have been there for the Rodney king &amp; the OJ riots.its an excuse 2 steal &amp; be thugs,,,,
0,0,0,0,"Omg yes (@ Num Pang Sandwich Shop in New York, NY) https://t.co/ALJqKQeGQg",,,,
0,0,0,0,"santa's arrival in beverly hills\ud83c\udf85 @ Cartier Rodeo Drive, Beverly Hills http://t.co/tDCWw7cI0D",,,,
0,0,0,0,Infinitely better than a blue box @LaPerlaLingerie http://t.co/55clX4BCpm,,,,
0,0,0,0,Story of my life http://t.co/Pq4qOKqdZq,,,,
0,0,0,0,@robbiese7en I died when I heard her say that to you.,,,,
0,0,0,0,"Cheers @Hells500, awesome! http://t.co/qSTFY15BzQ",,,,
0,0,0,0,a vanilla bean from starbucks would sound nice rn,,,,
0,0,0,0,I've realized how much I miss reggae while I've been here \u2764\ufe0f\ud83d\udc9b\ud83d\udc9a,,,,
0,0,0,0,I get drunk on jealousy,,,,
0,0,0,0,Back agin the to rock @thevapesupplyco @thevapesupplyco for art walk tonight yo. See you all there\u2026 http://t.co/g1cUZaAYsU,,,,
0,0,0,0,U.S. government bailout ends with $15.3 billion profit: The U.S. government essentially closed the books on TARP\u2026 http://t.co/rzFEmwCq9S,,,,
0,0,0,0,@painprooflucky @PghDutch Sweet thanks can't wait,,,,
0,0,0,0,Skating in union square with Bae \u26c4\ufe0f\u2744\ufe0f\ud83d\udc95 http://t.co/r3GNpt6sWp,,,,
0,0,0,0,This weather got all the girls looking like \ud83d\ude0d,,,,
0,0,0,0,"@joshuasasse Moving of th\u2019 earth brings harms and fears, Men reckon what it did and meant #Amazing #DiscoverPoetry",,,,
0,0,0,0,Just learned that the president is in New York this week... Great. #Somuchtraffic,,,,
0,0,0,0,"I might b not there in ur life when it was tough but evan when I came to ur life.u were lost, sad n quite.but I tried mu best to nake u",,,,
0,0,0,0,"\\\\\\""Bruschetta is basically fancy-ass pizza\\\""\\\"" - someone"," probably""",,,
1,0,0,0,It's winter now . just make sure you dress warmly .,,,,
0,0,0,0,I don't really fuck with swishers \ud83d\ude16,,,,
0,0,0,0,@nikkisade @davisad29 everyone gonna be out on Friday,,,,
0,0,0,0,@MelissaMcCarty1 Did you expect anything less?,,,,
0,0,0,0,Trend Alert: 'Gov Nixon'. More trends at http://t.co/Yxc0xJYXWO #trndnl http://t.co/JRxlWyDGWK,,,,
0,0,0,0,It's crazy when you see how only one girl did you way better than these ratchet bitches,,,,
1,0,0,1,"\\\\\\""@PzFeed: Police say they deployed pepper spray and smoke after officers were targeted by a Molotov cocktail\\\""\\\"" seriously?""",,,,
0,0,0,0,Damn what stunners http://t.co/kBtaigCdu7,,,,
0,0,0,0,I luh myself *kendrick voice,,,,
0,0,0,0,I forgot ang phone broke .. I texted her happy birthday .. \ud83d\ude29\ud83d\ude13,,,,
0,0,0,0,You can stroll on this dick lol,,,,
0,0,0,0,"@justinbieber Justin, realize my dream? Follow me? Please baby? x12",,,,
0,0,0,0,My #mcm has a #mcm,,,,
0,0,1,1,Protesters return to 14th and Broadway #Oakland #Ferguson #FergusonOakland http://t.co/Pi6bDU5vgp,,,,
0,0,0,0,How he likes to drive http://t.co/e4nvKPVsOO,,,,
0,0,0,0,Don't forget to ENGAGE. @DavidRogersNY @DermablendPro #CBSDMS @ColumbiaExecEd http://t.co/3adNJ3W5oE,,,,
0,0,0,0,Just posted a photo @ The New York Botanical Garden http://t.co/57vGCRKMg6,,,,
0,0,0,1,"Police have now advanced on 580, beginning to arrest those on the east bound side #Ferguson #oakland",,,,
0,0,0,0,@LeeDelceppo @TescostaffUK @Morrisons @frithorfell Confused tweeted this in good faith.  Now told it's an old pic.  Is this still going on?,,,,
0,0,0,0,"How I miss this \\\\\\""@BaddieBellaDona: I was cute today before I got hot AF \ud83d\ude02\ud83d\ude02\ud83d\ude02 http://t.co/9EbS85i2Ph\\\""\\\""""",,,,
0,0,0,0,"#IT #Job in #Chicago, IL: Epic ASAP (ED Application) Analyst - Chicago IL at Soliant Health http://t.co/r2VCTHodvi #Jobs",,,,
0,0,0,0,Racks http://t.co/xfwSByHSgr,,,,
0,0,0,1,Nothing says civil rights protest like burning your city down!! #Ferguson,,,,
1,0,1,0,Thanks to the #GSCertified @beaconhotelwdc for hosting @ElementalImpact &amp; the sustnble food &amp; bev. packaging meeting dinner last night.,,,,
0,0,0,0,#KendallAtPopCrush Do you love me? :D,,,,
0,0,0,0,"Sunrise Senior Living #Nursing #Job: AL Care Manager - PT (#Alpharetta, GA) http://t.co/NvPxrfZunz #Jobs #TweetMyJobs",,,,
0,0,0,0,I think I like Bobby better.  I know I do. I kinda hate giving up both my names. I like to get someone else's input on that first.,,,,
0,0,0,0,Anchor Away! \u26f5#odyssey #igdc #boat #yacht #holidayparty #TheBainbridgeCompanies\u2026 http://t.co/VxXkiya2bl,,,,
0,0,0,0,@camerondallas #CamFollowMe plz follow u are my idol113,,,,
0,0,0,0,@jaydexoadams not worth it hun,,,,
0,0,0,0,Have people wash you and throw roses at you as you walk by  that's some Boss life,,,,
0,0,0,0,"@ForeignNigger Thanks, I'm going to try his bicep workout tonight and I'm terrified. Lol",,,,
0,0,0,0,I just saw four people ride unicycle and they acted like it's what people are used to seeing everyday,,,,
0,0,0,0,"Got a new (and, alas, temporary) friend #TheOneThatGotAway http://t.co/i6DOE1zH7z",,,,
0,0,0,0,#LiveLokai MY HIGH POINT OF THE DAY WOULD BE IF I WON A LOKAI BRACELET \\n\u2744\ufe0f\\n\u2744\ufe0f\\n@WeeklyChris @AaronCarpenter 11,,,,
0,0,0,0,@imsewgoddess Your welcome. Peace &amp; Love,,,,
0,0,0,0,I'm gonna miss artRAVE \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d,,,,
0,0,0,0,Babe has 2 Bs. TWO. FUCKEN. B's!,,,,
1,0,0,0,"The UN should lead by example \\\\\\""carbon neutral by 2020\\\""\\\"" Ban Ki-moon #BNEFSummit http://t.co/GaHPyaPMSy""",,,,
0,0,0,0,@jaketbenz @jermeydangles I'll push you in a wheelchair if I have too,,,,
0,0,0,0,"I'm at @DuMontBurger in Brooklyn, NY https://t.co/ecsZNzdZzP",,,,
0,0,0,0,@jessie_cw18 I MISS YOU SO MUCH @JacobWhitesides,,,,
0,0,0,0,Make Living Art with Your Date in a Terrarium-Making Class http://t.co/3LVdfyrKZt,,,,
0,0,0,0,"but,, i'm still WRATH with someone who create rumor of luhan!",,,,
0,0,0,0,"Just had a nightmare, that someone who really doesn't deserve to see my son, just tried taking him from me. My anxiety is insane right now.",,,,
0,0,0,0,I've been waiting for this schedule.... I'm never going to be late again... lol,,,,
0,0,0,0,@JBori23 I'll think about it \ud83d\ude0f,,,,
0,0,0,0,\u201c@Halaajrouchee: I just wanna make you smileee\ud83d\ude01\ud83d\ude01\u201d wow do you? How sweet,,,,
0,0,0,0,People starting to show their real colors,,,,
0,0,0,0,"Kraft Foods: Demand Planner (#Northfield, IL) http://t.co/sfLKgASxxq #BusinessMgmt #VeteranJob #Job #Jobs #TweetMyJobs",,,,
0,0,0,0,How did 5sos win artist of the year last night it's like nope nope I don't approve #SamSmith or #MeghanTrainor should've won ugh not happy\ud83d\ude12\ud83d\ude20,,,,
0,0,0,0,Jessica Lange is all I see on Lorenzo snapchat story,,,,
0,0,0,0,@hdizzle__ only today and Black Friday!,,,,
0,0,0,0,but I don't need a bitch trying to take my mind off my grip,,,,
0,0,0,0,For their career\\nJoshAne OurChoice for MyPhone \u263a,,,,
0,0,0,0,What is sleep,,,,
0,0,0,0,"\u201c@JacobWhitesides: What's your favorite ship\u201d The Ni\u00f1a, The Pinta, and the SantaMaria",,,,
0,0,0,0,I have no idea how to start this third paragraph hahaha,,,,
0,0,0,0,alright I'm bored now,,,,
0,0,0,0,"Should've known today is the \\\\\\""Friday\\\""\\\"" for getting haircuts bc it's thanksgiving. (@ East Village Barbershop) https://t.co/9yIEP2lvLS""",,,,
1,0,0,0,I agree being in the travel industry Obama's condensation of America and what's going on in Ferguson I'm sure peopleCantWaitToVisit,,,,
0,0,0,0,Holy crap! And then I walked around the corner. #OccupyCentral #occupyHK #UmbrellaRevolution http://t.co/D8jzyvKJsT,,,,
0,0,0,0,@tudubomemy @GedaEmy To carente \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d,,,,
0,0,0,0,late night baths &gt;,,,,
0,0,0,0,Q gay,,,,
0,0,0,0,"He put a ring on it six weeks ago and she said yes, then they got married. Lol. They've been together for nine years before that.",,,,
0,0,0,0,Donald Cardinal Wuerl dedicates the Monse\u00f1or Romero  Apartment Building.  #monse\u00f1orromerodc http://t.co/1ITL5C8ShZ,,,,
0,0,0,0,@theresabruh what,,,,
0,0,0,0,"I want to break my alarm, but it's my phone and I'm probably not going to get a new one anytime soon .",,,,
0,0,0,0,"When you go a whole day not eating, not bothered &amp; the hunger creeps up on you. #releasethebitch",,,,
0,0,0,0,@Mel_NovA so ur talkn to a doll right now?..I'M not a woman telling u your wrong?... ok,,,,
0,0,0,0,"Gym early in the morning, great feeling",,,,
1,0,1,0,@policeofficer \ud83d\ude4f We are Praying.\ud83d\ude4f http://t.co/O7so6kvI5l,,,,
0,0,0,0,"Meeting 4 (@ Evercore in New York, NY) https://t.co/z6owbugVVi",,,,
1,0,0,0,@ForFMTenants  No doubt at all that it is due to the public accountability afforded by Twitter. Being dealt with at a higher level.,,,,
0,0,0,0,With Calvin at @cinema21 \u2014 https://t.co/9XIEyxvvdj,,,,
0,0,0,0,@purplefenty_ thanks Meghann \ud83d\ude18\ud83d\ude01\ud83d\ude01,,,,
0,0,0,1,Protests in my neighborhood tonight. Pretty surreal. They blocked the freeway and set trash on fire. Grand and 580 #Oakland,,,,
0,0,0,0,Dam 24 days till Christmas not gunna have my Queens gifts on time I might ask someone to loan me some money till I get paid,,,,
0,0,0,0,This person in the cafeteria looks so much like @PUSSYRlOT I just made really awkward prolonged eye contact w them while I was eating yogurt,,,,
1,0,0,0,So #socialmedia is on trial here. What's the purpose of this unnecessarily long statement. Get straight to it. #Ferguson,,,,
1,0,0,0,Yup. Black culture is popular but black people are not. They want be like us but they don't want to be us.,,,,
0,0,0,0,@jay_as_hell: got hella feelings for you,,,,
0,0,0,0,Coolin they never seen black people lmao,,,,
1,0,0,0,@SimretZeru Be careful. But be heard.,,,,
1,0,0,0,Education is the key to unlock the golden door of freedom.\\n#central #occupancycentral #protection\u2026 http://t.co/HVAGdRnkdp,,,,
1,0,0,0,"\\\\\\""@MaleRestrictedd: \u201c@summvrlyn_: \\\""\\\""@MaleRestrictedd: I have no hatred toward anyone \ud83d\ude0a\\\""\\\"" *have\u201d ahhhh except you !!\\\""\\\"" goodbye""",,,,
0,0,0,0,@JustinVanZandt_ lmao but that's kinda a good thing,,,,
0,0,0,0,"I used to bully rappers abs producers on twitter,  might go bacx to that today",,,,
1,0,1,0,"Want to #learn today? Public #lectures in #cwb, #admiralty, #central #MK #OccupyHK #HongKong #UmbrellaRevolution http://t.co/bcCQdlVH5r",,,,
0,0,0,0,"@RandiSaysHello @ginisimov hahahah, what size?",,,,
